Phase,Date,PD Level EFD-0146,PD Level EFD-0116,Time Index EFD-0146,Time Index EFD-0116,Location(m) from EFD-0146,Nearest Pole Location,Pole LIS number,T2 EFD-0146,T2 EFD-0116,W2 EFD-0146,W2 EFD-0116,MaxCountSquared EFD-0146,MaxCountSquared EFD-0116,MaxVoltSquared EFD-0146,MaxVoltSquared EFD-0116,Day
Blue,10/05/2018 12:07:44 PM +10:00,0.002975464,0.004119873,0.124851324,0.124855752,1014.05693,897,5111290,4.89711E-14,5.61104E-14,4.33915E+15,2.52372E+15,1,1,8.85339E-06,1.69734E-05,10.50537
White,10/05/2018 12:56:26 PM +10:00,0.002365112,0.006561279,0.077978976,0.077975096,2262.930318,2445,5111862,3.25331E-14,2.28371E-14,6.06809E+15,1.05709E+15,1,3,-6.33881E-06,-5.59026E-05,10.53919
Blue,10/05/2018 12:57:22 PM +10:00,0.002975464,0.006561279,0.120329368,0.120324084,2471.319923,2445,5111862,2.71976E-14,2.83335E-14,3.21958E+15,1.17398E+15,2,1,8.85339E-06,-5.59026E-05,10.53984
Blue,10/05/2018 1:08:39 PM +10:00,0.003585815,0.005950928,0.108076956,0.108071608,2481.754075,2445,5111862,2.50675E-14,2.35063E-14,3.57865E+15,9.51889E+14,1,1,1.28581E-05,-4.71482E-05,10.54767
White,10/05/2018 1:29:21 PM +10:00,0.002975464,0.006561279,0.069908952,0.069903668,2473.57457,2445,5111862,3.14954E-14,2.72811E-14,3.14589E+15,1.15753E+15,1,12,8.85339E-06,-4.71482E-05,10.56205
Red,10/05/2018 1:52:59 PM +10:00,0.007858276,0.005950928,0.027596328,0.027591012,2479.735331,2445,5111862,1.34855E-14,2.36038E-14,4.33672E+15,1.03196E+15,52,5,-6.41739E-05,-4.71482E-05,10.57846
Red,10/05/2018 1:59:57 PM +10:00,0.002975464,0.004730225,0.017327724,0.017332496,967.7331698,897,5111290,3.60303E-14,4.575E-14,4.55859E+15,5.45639E+15,1,3,8.85339E-06,2.2375E-05,10.5833
Red,10/05/2018 2:15:09 PM +10:00,0.002975464,0.004119873,0.015534612,0.01552926,2486.598435,2445,5111862,3.89478E-14,5.00282E-14,4.22518E+15,2.62391E+15,1,1,8.85339E-06,1.69734E-05,10.59385
Red,10/05/2018 3:41:39 PM +10:00,0.002365112,0.004119873,0.011714656,0.011704976,3135.811514,3132,5111864,3.38293E-14,5.89822E-14,6.07266E+15,2.12175E+15,6,3,-6.33881E-06,1.69734E-05,10.65392
Red,11/05/2018 6:43:02 AM +10:00,0.002365112,0.004730225,0.008107248,0.008112888,837.5808545,897,5111290,2.73431E-14,4.52792E-14,6.78271E+15,5.01595E+15,40,7,-6.33881E-06,2.2375E-05,11.27988
White,11/05/2018 9:06:02 AM +10:00,0.003585815,0.005340576,0.075120376,0.075119568,1792.63315,1696,5111292,4.06722E-14,7.6426E-14,4.21161E+15,5.52503E+15,2,9,1.28581E-05,2.85218E-05,11.37919
Blue,11/05/2018 9:41:19 AM +10:00,0.006027222,0.005950928,0.123589764,0.123585212,2350.447339,2445,5111862,1.62752E-14,2.51918E-14,4.40415E+15,3.86051E+15,7,3,-3.819E-05,3.54135E-05,11.40369
White,11/05/2018 9:55:45 AM +10:00,0.003585815,0.005340576,0.065287408,0.065276964,3243.176655,3132,5111864,4.12059E-14,3.30562E-14,3.74201E+15,3.51845E+15,1,1,-1.39757E-05,2.85218E-05,11.41372
Red,11/05/2018 10:01:30 AM +10:00,0.004196167,0.004730225,0.008058108,0.00804836,3146.164224,3132,5111864,1.9574E-14,5.10134E-14,4.46785E+15,2.37802E+15,2,1,1.76078E-05,2.2375E-05,11.41771
Blue,11/05/2018 11:11:50 AM +10:00,0.009078979,0.004730225,0.123184072,0.123182992,1839.535029,1696,5111292,1.13294E-14,4.37898E-14,4.53969E+15,2.6295E+15,2,1,-8.52218E-05,2.2375E-05,11.46655
Blue,11/05/2018 11:12:55 AM +10:00,0.006637573,0.005340576,0.118645596,0.1186357,3162.209903,3132,5111864,1.35496E-14,5.11725E-14,4.31523E+15,2.56265E+15,39,3,-4.61063E-05,2.85218E-05,11.4673
Red,11/05/2018 11:31:22 AM +10:00,0.002975464,0.004119873,0.008404648,0.008402552,1998.905845,2007,5111293,3.8179E-14,5.42474E-14,4.93157E+15,3.8795E+15,1,5,8.85339E-06,1.69734E-05,11.48012
Blue,11/05/2018 11:47:34 AM +10:00,0.002975464,0.004119873,0.111894796,0.111899272,1007.826173,897,5111290,5.39535E-14,3.31239E-14,4.46638E+15,3.75488E+15,2,6,8.85339E-06,1.69734E-05,11.49137
White,11/05/2018 1:03:08 PM +10:00,0.002975464,0.004730225,0.078181104,0.07817636,2391.627617,2445,5111862,3.979E-14,4.6046E-14,4.11374E+15,5.29431E+15,1,2,8.85339E-06,2.2375E-05,11.54384
White,11/05/2018 1:42:54 PM +10:00,0.002975464,0.004730225,0.066659704,0.06665154,2903.680496,2793,5111863,2.86789E-14,4.34221E-14,4.85035E+15,5.81347E+15,2,3,8.85339E-06,2.2375E-05,11.57146
White,11/05/2018 5:45:25 PM +10:00,0.002365112,0.004119873,0.059354528,0.059344912,3119.635847,3132,5111864,3.40523E-14,5.90151E-14,6.32702E+15,1.43413E+15,10,15,-6.33881E-06,1.69734E-05,11.73987
Red,11/05/2018 6:02:17 PM +10:00,0.002365112,0.004119873,0.009817008,0.009807924,3046.297733,3132,5111864,5.35938E-14,5.27907E-14,5.41619E+15,2.55243E+15,1,4,-6.33881E-06,1.69734E-05,11.75159
White,11/05/2018 6:10:39 PM +10:00,0.002365112,0.004119873,0.061147552,0.061154196,680.2922347,544,5111289,5.85812E-14,5.18189E-14,4.99513E+15,2.55449E+15,7,6,5.59376E-06,1.69734E-05,11.7574
Red,11/05/2018 6:43:14 PM +10:00,0.002365112,0.004119873,0.009738656,0.009735852,2104.302655,2007,5111293,4.97227E-14,5.92892E-14,4.98476E+15,2.08382E+15,7,6,5.59376E-06,1.69734E-05,11.78002
Red,11/05/2018 6:58:41 PM +10:00,0.002365112,0.004119873,0.010156372,0.010166456,171.059948,294,5111288,5.7029E-14,5.19435E-14,4.34908E+15,1.71372E+15,4,5,-6.33881E-06,1.69734E-05,11.79075
White,11/05/2018 7:30:15 PM +10:00,0.002365112,0.004119873,0.061084276,0.061080308,2271.880105,2445,5111862,4.64159E-14,5.13991E-14,6.19088E+15,2.83972E+15,1,2,-6.33881E-06,1.69734E-05,11.81267
Red,11/05/2018 10:37:34 PM +10:00,0.002365112,0.004119873,0.009794416,0.009797984,1148.213649,897,5111290,6.04568E-14,5.76363E-14,4.16765E+15,1.90394E+15,6,11,-6.33881E-06,1.69734E-05,11.94275
Blue,11/05/2018 11:07:29 PM +10:00,0.002365112,0.004119873,0.11354422,0.113534812,3077.941224,3132,5111864,3.77455E-14,4.95308E-14,5.65909E+15,2.42744E+15,4,10,-6.33881E-06,1.69734E-05,11.96353
Red,11/05/2018 11:54:35 PM +10:00,0.002365112,0.004119873,0.008908592,0.008905,2222.490016,2007,5111293,5.94767E-14,5.76351E-14,5.07308E+15,2.24234E+15,4,6,-6.33881E-06,1.69734E-05,11.99624
Red,12/05/2018 1:08:36 AM +10:00,0.002365112,0.004119873,0.00914072,0.00913054,3210.666181,3132,5111864,5.19807E-14,5.64907E-14,6.4017E+15,1.57745E+15,7,14,5.59376E-06,1.69734E-05,12.04764
Blue,12/05/2018 3:40:50 AM +10:00,0.002365112,0.004119873,0.108444604,0.108437452,2737.433567,2793,5111863,4.20631E-14,5.1888E-14,5.63068E+15,1.59628E+15,4,16,-6.33881E-06,1.69734E-05,12.15336
White,12/05/2018 7:38:56 AM +10:00,0.002365112,0.007171631,0.058705588,0.058698932,2669.098954,2793,5111863,4.08776E-14,2.52132E-14,5.9367E+15,4.21864E+15,3,1,-6.33881E-06,5.14323E-05,12.3187
Red,12/05/2018 7:47:50 AM +10:00,0.002365112,0.007781982,0.008671596,0.008671808,1650.952335,1696,5111292,3.99526E-14,1.98103E-14,6.21241E+15,4.34052E+15,7,1,5.59376E-06,6.05593E-05,12.32488
Blue,12/05/2018 7:58:11 AM +10:00,0.002975464,0.009002686,0.11120928,0.111204552,2362.038367,2445,5111862,2.3762E-14,1.60874E-14,4.46964E+15,4.73557E+15,3,2,8.85339E-06,8.10483E-05,12.33207
Blue,12/05/2018 8:16:13 AM +10:00,0.003585815,0.009002686,0.11897656,0.118984872,399.3653989,294,5111288,2.66033E-14,1.60976E-14,4.60058E+15,4.37012E+15,1,2,1.28581E-05,8.10483E-05,12.34459
Blue,12/05/2018 9:02:13 AM +10:00,0.012130737,0.010223389,0.138253044,0.13825152,1890.373783,2007,5111293,1.00175E-14,1.44081E-14,4.39078E+15,4.42131E+15,6,1,-0.000166247,0.000104518,12.37654
White,12/05/2018 9:14:40 AM +10:00,0.011520386,0.009613037,0.0685673,0.068561724,2513.008753,2445,5111862,1.08101E-14,1.37983E-14,4.36881E+15,4.48447E+15,3,1,-0.000166247,9.24105E-05,12.38519
White,12/05/2018 9:19:43 AM +10:00,0.011520386,0.009613037,0.06337448,0.063381148,678.0678509,544,5111289,1.03511E-14,1.25129E-14,4.3945E+15,4.51556E+15,90,2,-0.00015088,9.24105E-05,12.38869
White,12/05/2018 9:23:45 AM +10:00,0.011520386,0.009613037,0.06187092,0.061881764,52.60591711,0,5111287,1.02565E-14,1.57834E-14,4.37336E+15,4.10906E+15,2,3,-0.000166247,9.24105E-05,12.39149
Blue,12/05/2018 9:41:08 AM +10:00,0.011520386,0.009613037,0.110437564,0.110429832,2838.441231,2793,5111863,1.05536E-14,2.05179E-14,4.26452E+15,4.60655E+15,17,2,-0.00015088,9.24105E-05,12.40356
White,12/05/2018 10:25:29 AM +10:00,0.010299683,0.010223389,0.087824328,0.087830816,711.1124169,544,5111289,1.15091E-14,1.48946E-14,4.15866E+15,4.13313E+15,18,1,-0.000136258,0.000104518,12.43436
Red,12/05/2018 10:36:28 AM +10:00,0.010299683,0.009002686,0.030929516,0.03093982,139.6556671,0,5111287,1.15436E-14,1.32612E-14,4.21487E+15,4.31027E+15,5,3,-0.000136258,8.10483E-05,12.44199
Red,12/05/2018 10:57:36 AM +10:00,0.010299683,0.009002686,0.0181072,0.01809696,3221.406308,3132,5111864,1.11709E-14,1.73226E-14,4.18683E+15,4.15823E+15,76,1,-0.000122382,8.10483E-05,12.45667
White,12/05/2018 11:19:35 AM +10:00,0.010299683,0.010223389,0.063919904,0.06392744,555.6704878,544,5111289,1.17642E-14,1.33839E-14,4.19507E+15,4.53125E+15,17,1,-0.000136258,0.000104518,12.47193
Blue,12/05/2018 11:34:00 AM +10:00,0.010910034,0.009613037,0.123769056,0.12377536,739.6942145,897,5111290,1.06252E-14,1.45529E-14,4.23619E+15,4.30773E+15,1,1,-0.00015088,9.24105E-05,12.48194
White,12/05/2018 11:35:24 AM +10:00,0.010910034,0.009613037,0.087724528,0.087735448,47.04772102,0,5111287,1.0703E-14,1.46681E-14,4.2263E+15,4.50917E+15,110,1,-0.000136258,9.24105E-05,12.48292
Red,12/05/2018 11:44:39 AM +10:00,0.010910034,0.009613037,0.027331292,0.027323596,2839.387097,2793,5111863,1.07168E-14,1.60691E-14,4.30483E+15,4.39293E+15,1,1,-0.00015088,9.24105E-05,12.48934
White,12/05/2018 11:52:00 AM +10:00,0.010910034,0.010223389,0.058854032,0.058856196,1360.399017,1401,5111291,1.09602E-14,1.60821E-14,4.32337E+15,4.54751E+15,12,1,-0.00015088,0.000104518,12.49444
White,12/05/2018 11:53:19 AM +10:00,0.010910034,0.01083374,0.062496352,0.062486024,3234.167205,3132,5111864,9.646E-15,1.4451E-14,4.30953E+15,4.20601E+15,9,1,-0.00015088,0.00011737,12.49536
Blue,12/05/2018 1:48:35 PM +10:00,0.002975464,0.007781982,0.126271088,0.126267852,2168.961907,2007,5111293,2.68086E-14,1.84574E-14,4.13728E+15,4.64184E+15,10,1,-9.78471E-06,6.05593E-05,12.57541
Blue,12/05/2018 2:14:45 PM +10:00,0.004196167,0.007171631,0.120377616,0.120369756,2857.719659,2793,5111863,1.84758E-14,2.25657E-14,4.20158E+15,1.13993E+15,1,1,1.76078E-05,-5.59026E-05,12.59358
White,12/05/2018 2:23:04 PM +10:00,0.002365112,0.007781982,0.070855656,0.070854748,1816.864006,1696,5111292,3.91491E-14,2.39915E-14,4.64664E+15,1.05961E+15,20,1,-6.33881E-06,6.05593E-05,12.59935
Red,12/05/2018 2:24:51 PM +10:00,0.002975464,0.007171631,0.021257812,0.021252032,2550.650521,2445,5111862,4.90418E-14,2.57935E-14,3.60081E+15,7.90116E+14,17,1,-9.78471E-06,5.14323E-05,12.60059
Blue,12/05/2018 2:32:12 PM +10:00,0.002975464,0.005950928,0.1149353,0.114930072,2461.409635,2445,5111862,2.91078E-14,2.35788E-14,3.40209E+15,7.51692E+14,36,6,-9.78471E-06,-4.71482E-05,12.60569
White,12/05/2018 2:52:57 PM +10:00,0.003585815,0.005340576,0.080569096,0.080563944,2450.841068,2445,5111862,2.45014E-14,2.99703E-14,3.74884E+15,1.6808E+15,1,1,-1.39757E-05,-4.71482E-05,12.6201
White,12/05/2018 2:53:22 PM +10:00,0.003585815,0.006561279,0.058519196,0.058513936,2468.981346,2445,5111862,3.06057E-14,4.91627E-14,3.39479E+15,2.51265E+15,1,1,1.28581E-05,4.30504E-05,12.62039
Red,12/05/2018 3:08:23 PM +10:00,0.002975464,0.005950928,0.008672724,0.00866736,2488.879031,2445,5111862,4.88994E-14,2.54572E-14,2.87226E+15,1.06691E+15,18,1,-9.78471E-06,-5.59026E-05,12.63082
Red,12/05/2018 5:04:56 PM +10:00,0.002365112,0.004730225,0.032984084,0.032991616,552.1104197,544,5111289,4.01064E-14,5.51274E-14,6.89088E+15,3.92136E+15,2,1,5.59376E-06,2.2375E-05,12.71176
Red,12/05/2018 5:18:40 PM +10:00,0.002365112,0.004119873,0.008427612,0.008422716,2418.582182,2445,5111862,6.229E-14,4.60761E-14,4.50641E+15,2.16473E+15,5,3,5.59376E-06,1.69734E-05,12.7213
White,12/05/2018 5:47:28 PM +10:00,0.002365112,0.004119873,0.05878682,0.058796076,290.4253655,294,5111288,4.4485E-14,5.31662E-14,5.21416E+15,2.57748E+15,7,2,5.59376E-06,1.69734E-05,12.7413
Blue,12/05/2018 8:56:21 PM +10:00,0.002365112,0.004119873,0.10831316,0.108304996,2901.606498,2793,5111863,4.63935E-14,5.0121E-14,6.40514E+15,1.87067E+15,1,2,-6.33881E-06,1.69734E-05,12.87247
White,13/05/2018 7:30:52 AM +10:00,0.002365112,0.004119873,0.064061844,0.064061708,1696.290413,1696,5111292,4.34924E-14,3.89381E-14,5.72054E+15,5.01287E+15,4,7,-6.33881E-06,1.69734E-05,13.3131
White,13/05/2018 8:29:21 AM +10:00,0.006637573,0.009613037,0.068668016,0.068675512,551.9068923,544,5111289,1.58108E-14,1.32087E-14,4.36351E+15,4.55969E+15,2,1,-4.61063E-05,9.24105E-05,13.35371
Blue,13/05/2018 8:44:31 AM +10:00,0.010910034,0.009613037,0.120823064,0.120818636,2334.266538,2445,5111862,1.04537E-14,1.46323E-14,4.54575E+15,4.4949E+15,1,1,-0.000136258,9.24105E-05,13.36425
White,13/05/2018 8:56:20 AM +10:00,0.012130737,0.009002686,0.068572068,0.068571432,1774.886875,1696,5111292,9.65402E-15,1.55938E-14,4.44611E+15,4.66026E+15,95,4,-0.00015088,8.10483E-05,13.37245
Red,13/05/2018 9:51:05 AM +10:00,0.011520386,0.009613037,0.02809054,0.028093676,1216.48656,1401,5111291,1.08041E-14,1.45585E-14,4.32401E+15,4.2056E+15,31,1,-0.00015088,9.24105E-05,13.41047
White,13/05/2018 10:42:06 AM +10:00,0.011520386,0.009613037,0.058254632,0.058257216,1305.822479,1401,5111291,1.0371E-14,1.15121E-14,4.45901E+15,4.47353E+15,2,3,-0.000136258,9.24105E-05,13.4459
White,13/05/2018 11:03:54 AM +10:00,0.010299683,0.009613037,0.058516,0.058523848,515.3449075,544,5111289,1.02805E-14,1.04099E-14,4.44509E+15,4.73131E+15,2,1,-0.00010925,9.24105E-05,13.46104
White,13/05/2018 11:38:59 AM +10:00,0.003585815,0.01083374,0.074033048,0.074025036,2897.064833,2793,5111863,2.37401E-14,1.64185E-14,4.15188E+15,4.58099E+15,18,1,-1.39757E-05,0.00011737,13.4854
White,13/05/2018 11:54:00 AM +10:00,0.004196167,0.009002686,0.063880508,0.063876804,2249.417311,2445,5111862,2.16775E-14,1.1276E-14,4.12424E+15,4.70099E+15,1,3,-2.45927E-05,8.10483E-05,13.49583
Blue,13/05/2018 12:12:05 PM +10:00,0.002975464,0.010223389,0.1110583,0.111053284,2452.461982,2445,5111862,3.34376E-14,2.376E-14,2.70169E+15,6.57485E+14,1,1,8.85339E-06,-0.000110851,13.50839
Red,13/05/2018 12:25:35 PM +10:00,0.002975464,0.005950928,0.033915976,0.03392188,804.1183536,897,5111290,2.42563E-14,6.93326E-14,4.0518E+15,6.32613E+15,28,1,-9.78471E-06,-3.91388E-05,13.51777
Blue,13/05/2018 12:37:52 PM +10:00,0.004196167,0.005950928,0.109768272,0.109769276,1550.074551,1696,5111292,1.78459E-14,2.47352E-14,4.1709E+15,1.58292E+15,2,1,-1.89117E-05,3.54135E-05,13.5263
White,13/05/2018 12:41:02 PM +10:00,0.003585815,0.005340576,0.05878408,0.058774708,3099.022482,3132,5111864,2.44499E-14,6.54835E-14,3.95953E+15,6.64857E+15,1,4,-1.89117E-05,2.85218E-05,13.5285
Red,13/05/2018 12:57:05 PM +10:00,0.002975464,0.004730225,0.0171008,0.0171012,1627.421303,1696,5111292,3.87881E-14,3.12227E-14,3.87102E+15,3.83627E+15,6,1,-9.78471E-06,2.2375E-05,13.53964
Red,13/05/2018 1:29:58 PM +10:00,0.002975464,0.005950928,0.023640612,0.023634624,2586.266676,2445,5111862,3.31688E-14,2.91221E-14,3.94332E+15,9.50726E+14,125,2,-9.78471E-06,3.54135E-05,13.56248
Red,13/05/2018 1:32:19 PM +10:00,0.003585815,0.004119873,0.02946012,0.02945652,2228.71371,2445,5111862,2.84817E-14,3.80946E-14,4.35608E+15,3.33438E+15,3,2,-1.39757E-05,1.69734E-05,13.56411
White,13/05/2018 1:59:54 PM +10:00,0.003585815,0.007781982,0.081816888,0.081821324,1028.581458,897,5111290,2.36518E-14,6.60636E-14,4.00209E+15,6.89997E+15,2,1,-1.39757E-05,6.05593E-05,13.58326
White,13/05/2018 2:34:59 PM +10:00,0.002975464,0.005950928,0.076865388,0.07687664,3.09799549,0,5111287,2.35584E-14,3.23299E-14,3.91378E+15,9.02348E+14,60,1,-9.78471E-06,3.54135E-05,13.60763
Blue,13/05/2018 2:35:19 PM +10:00,0.004196167,0.005340576,0.111002556,0.111012884,144.3201836,0,5111287,1.90344E-14,3.09788E-14,4.18921E+15,8.18625E+14,4,2,-1.89117E-05,2.85218E-05,13.60786
Red,13/05/2018 2:56:52 PM +10:00,0.002975464,0.005340576,0.011962328,0.011957092,2471.04842,2445,5111862,3.42968E-14,2.47879E-14,2.57497E+15,1.06253E+15,8,1,-9.78471E-06,-3.91388E-05,13.62282
White,13/05/2018 3:35:07 PM +10:00,0.002365112,0.005950928,0.058936416,0.0589398,1178.211728,1401,5111291,3.38875E-14,2.59596E-14,4.06906E+15,8.01723E+14,1,4,-6.33881E-06,3.54135E-05,13.64939
Blue,13/05/2018 3:37:55 PM +10:00,0.002365112,0.005950928,0.12701472,0.127009512,2467.650436,2445,5111862,4.34332E-14,3.21122E-14,2.72226E+15,1.03825E+15,1,1,-6.33881E-06,3.54135E-05,13.65133
White,13/05/2018 4:43:43 PM +10:00,0.002365112,0.005950928,0.074553576,0.074548432,2451.278914,2445,5111862,4.51631E-14,2.61897E-14,2.56355E+15,8.12984E+14,1,4,5.59376E-06,3.54135E-05,13.69703
White,13/05/2018 5:07:40 PM +10:00,0.002365112,0.010223389,0.069917176,0.06991202,2452.864386,2445,5111862,3.94225E-14,2.02926E-14,1.52162E+15,9.72714E+14,1,1,5.59376E-06,0.000104518,13.71366
White,13/05/2018 5:12:11 PM +10:00,0.002365112,0.012664795,0.082284124,0.082278944,2455.484879,2445,5111862,4.54118E-14,2.06078E-14,1.38668E+15,8.10945E+14,1,1,-6.33881E-06,0.000160397,13.71679
Blue,13/05/2018 5:12:50 PM +10:00,0.002365112,0.007781982,0.131020716,0.131015528,2452.589093,2445,5111862,2.98903E-14,2.60695E-14,1.55708E+15,9.57556E+14,1,1,5.59376E-06,6.05593E-05,13.71725
Red,13/05/2018 5:12:51 PM +10:00,0.002365112,0.005340576,0.009623008,0.009617888,2452.210773,2445,5111862,4.58239E-14,2.38478E-14,2.356E+15,1.39086E+15,1,9,-6.33881E-06,2.85218E-05,13.71726
White,13/05/2018 5:12:52 PM +10:00,0.002365112,0.007171631,0.070534928,0.070529756,2455.173093,2445,5111862,3.35248E-14,2.22974E-14,1.5183E+15,8.91282E+14,2,1,-6.33881E-06,5.14323E-05,13.71727
White,13/05/2018 5:55:07 PM +10:00,0.002365112,0.005340576,0.059733824,0.059728484,2480.195319,2445,5111862,3.17678E-14,1.76926E-14,2.83309E+15,1.21772E+15,1,3,5.59376E-06,-3.91388E-05,13.74661
White,13/05/2018 6:24:59 PM +10:00,0.002365112,0.005340576,0.062447872,0.062442396,2499.844252,2445,5111862,4.39972E-14,2.15412E-14,3.26989E+15,9.33867E+14,1,2,5.59376E-06,-3.18745E-05,13.76735
Blue,13/05/2018 7:30:36 PM +10:00,0.002365112,0.004119873,0.117274092,0.11727012,2267.22033,2445,5111862,2.24193E-14,3.93406E-14,6.20676E+15,4.75772E+15,3,1,5.59376E-06,1.69734E-05,13.81292
Red,13/05/2018 7:36:13 PM +10:00,0.002365112,0.004119873,0.0112104,0.011207948,2051.529151,2007,5111293,4.19659E-14,4.84806E-14,5.61441E+15,3.33337E+15,3,3,5.59376E-06,1.69734E-05,13.81682
White,13/05/2018 7:49:27 PM +10:00,0.002365112,0.004119873,0.059275604,0.059275704,1663.704907,1696,5111292,6.0972E-14,3.92134E-14,5.27185E+15,3.4718E+15,4,1,5.59376E-06,1.69734E-05,13.82601
White,13/05/2018 7:53:10 PM +10:00,0.002365112,0.004119873,0.058642736,0.058643928,1500.288627,1401,5111291,3.13004E-14,5.31185E-14,6.86744E+15,2.79949E+15,1,6,5.59376E-06,1.69734E-05,13.82859
Red,13/05/2018 8:12:54 PM +10:00,0.002365112,0.005340576,0.0176752,0.01768104,807.3236394,897,5111290,3.64942E-14,5.98236E-14,6.23647E+15,5.34997E+15,3,2,5.59376E-06,2.85218E-05,13.84229
Blue,13/05/2018 8:13:27 PM +10:00,0.002365112,0.004119873,0.108319544,0.10832754,475.3302743,544,5111289,3.32151E-14,4.34494E-14,6.10628E+15,4.36311E+15,1,1,5.59376E-06,1.69734E-05,13.84267
Red,13/05/2018 8:28:43 PM +10:00,0.002365112,0.004119873,0.017336184,0.017325796,3241.68249,3132,5111864,4.18186E-14,5.27864E-14,4.98804E+15,3.19534E+15,2,1,5.59376E-06,1.69734E-05,13.85328
White,13/05/2018 8:30:54 PM +10:00,0.002365112,0.004119873,0.068848836,0.068852732,1094.527109,897,5111290,3.36304E-14,4.70778E-14,6.03844E+15,3.49474E+15,1,1,-6.33881E-06,1.69734E-05,13.85479
Blue,13/05/2018 8:53:41 PM +10:00,0.002365112,0.005340576,0.110211868,0.110205964,2561.805598,2445,5111862,6.26047E-14,2.67086E-14,5.038E+15,1.14141E+15,1,4,-6.33881E-06,-3.18745E-05,13.87061
Blue,13/05/2018 10:44:48 PM +10:00,0.002365112,0.004119873,0.117624788,0.117615544,3064.260419,3132,5111864,3.63978E-14,3.98236E-14,5.96408E+15,3.64744E+15,1,3,-6.33881E-06,1.69734E-05,13.94778
White,13/05/2018 11:04:49 PM +10:00,0.002365112,0.004119873,0.062612228,0.062621064,354.2276281,294,5111288,6.33996E-14,5.46521E-14,6.10567E+15,3.43872E+15,2,1,-6.33881E-06,1.69734E-05,13.96168
Red,13/05/2018 11:11:35 PM +10:00,0.002365112,0.004119873,0.01610524,0.01611446,300.6179772,294,5111288,4.32075E-14,5.11303E-14,6.01951E+15,3.15861E+15,7,3,5.59376E-06,1.69734E-05,13.96638
Red,14/05/2018 4:51:39 AM +10:00,0.002365112,0.004119873,0.008445176,0.008450348,908.5216579,897,5111290,6.42347E-14,3.81916E-14,4.72314E+15,4.07877E+15,3,5,-6.33881E-06,1.69734E-05,14.20253
White,14/05/2018 8:26:08 AM +10:00,0.012130737,0.010223389,0.076270344,0.076273,1273.603246,1401,5111291,1.00538E-14,1.21804E-14,4.49892E+15,4.57609E+15,4,1,-0.00015088,0.000104518,14.35148
White,14/05/2018 10:01:34 AM +10:00,0.012130737,0.009613037,0.068900844,0.06889332,2818.812747,2793,5111863,9.76427E-15,1.12996E-14,4.37712E+15,4.51197E+15,8,4,-0.00015088,9.24105E-05,14.41775
Blue,14/05/2018 10:03:32 AM +10:00,0.012130737,0.009613037,0.111217988,0.11122524,603.4690453,544,5111289,1.04936E-14,1.46141E-14,4.37207E+15,4.63262E+15,9,2,-0.00015088,9.24105E-05,14.41912
White,14/05/2018 11:01:00 AM +10:00,0.009078979,0.009002686,0.076649768,0.076642564,2751.760872,2793,5111863,1.20133E-14,1.9448E-14,4.39332E+15,5.08489E+15,38,1,-8.52218E-05,8.10483E-05,14.45903
Red,14/05/2018 11:04:19 AM +10:00,0.009689331,0.008392334,0.016963968,0.01697076,663.1733473,544,5111289,9.96616E-15,1.44666E-14,4.46744E+15,4.82967E+15,8,1,9.38831E-05,-7.56467E-05,14.46133
White,14/05/2018 11:21:10 AM +10:00,0.002975464,0.004730225,0.074580428,0.074586256,800.6839801,897,5111290,3.12877E-14,3.55544E-14,3.97515E+15,5.20427E+15,24,1,-9.78471E-06,2.2375E-05,14.47303
Blue,14/05/2018 12:36:18 PM +10:00,0.002975464,0.004730225,0.118599928,0.118594696,2467.809958,2445,5111862,3.4843E-14,2.5848E-14,3.24082E+15,5.51518E+14,2,1,8.85339E-06,2.2375E-05,14.52521
White,14/05/2018 12:42:08 PM +10:00,0.002975464,0.004730225,0.068004692,0.067997008,2837.766827,2793,5111863,1.3312E-14,2.64531E-14,4.25879E+15,4.70853E+15,1,1,8.85339E-06,2.2375E-05,14.52926
White,14/05/2018 1:08:49 PM +10:00,0.002975464,0.004119873,0.064035592,0.064039908,1044.859644,897,5111290,2.52073E-14,3.97061E-14,3.96965E+15,4.15733E+15,81,6,-9.78471E-06,1.69734E-05,14.54779
White,14/05/2018 1:41:18 PM +10:00,0.003585815,0.004730225,0.061978188,0.061978468,1650.7348,1696,5111292,2.21049E-14,2.37033E-14,4.10948E+15,4.30399E+15,9,1,-1.39757E-05,2.2375E-05,14.57035
Blue,14/05/2018 2:34:05 PM +10:00,0.003585815,0.005340576,0.108454604,0.108449408,2468.762329,2445,5111862,3.03774E-14,2.81352E-14,3.23366E+15,5.60242E+14,2,2,1.28581E-05,-3.91388E-05,14.607
White,14/05/2018 3:09:50 PM +10:00,0.002975464,0.004730225,0.068216464,0.068211156,2480.179215,2445,5111862,3.81378E-14,2.54276E-14,3.24739E+15,9.09204E+14,11,2,-9.78471E-06,-3.91388E-05,14.63183
Blue,14/05/2018 3:28:00 PM +10:00,0.002975464,0.005340576,0.108048692,0.108046516,2007.900221,2007,5111293,3.16088E-14,2.58621E-14,4.23064E+15,1.42604E+15,1,1,8.85339E-06,-4.71482E-05,14.64444
Blue,14/05/2018 5:12:57 PM +10:00,0.002365112,0.005340576,0.115290388,0.115294692,1031.097724,897,5111290,4.55544E-14,5.81865E-14,5.50531E+15,7.78993E+15,1,3,5.59376E-06,2.85218E-05,14.71733
